cambioResidencia,viajar,empresa,ciudad,areaName,fechaHoraPublicacion,fechaPublicacion,experienciaAnos,skills,provincia,idiomas,descripcionTitulo,descripcion,tipoTrabajo,tipoContrato,salarioDescripcion,salario,titulo,edadMaxima,edadMinima,educacionMinima,cantidadVacante,modalidadTrabajo,empresaVerificada,anuncioRelevante,aptoDiscapacitado,promedioEmpresa
False,False,DATALITICAEC SAS,Ecuador,Mercadotecnia / Publicidad / Comunicación,2024-09-10T12:10:05,,1,Comunicación y persuasión. Diseño. Marketing. Publicidad,Pichincha,,Remoto y Presencial,¿Te apasiona el marketing digital y las redes sociales? Estamos buscando a alguien que se encargue de gestionar nuestras campañas en MetaAds. Google Ads y TikTok. atendiendo a nuestros clientes interesados y monitoreando el rendimiento de las campañas. 		Si tienes experiencia en crear estrategias efectivas. optimizar anuncios. y aumentar clientes. ¡esta oportunidad es para ti! Únete a nuestro equipo y ayúdanos a crecer.		Responsabilidades:		Gestionar y monitorear campañas en MetaAds. Google Ads y TikTok.	Atender a los clientes interesados que ingresen a través de nuestras redes sociales.	Verificar y optimizar el rendimiento de las campañas. realizando ajustes en audiencias.	Crear contenido orgánico diariamente para nuestras redes sociales.	Desarrollar estrategias para aumentar clientes y potenciar el negocio.	Manejar herramientas de diseño y edición como Canva. CapCut. etc.. para crear contenido visual atractivo.,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Analista de marketing,45,22,Educación Técnico/Profesional,2,Híbrido,False,False,False,
False,False,RAMIREZ VIÑANZACA GABRIELA ELIZABETH,Ecuador,Medicina / Salud,2024-09-10T12:10:05,,1,,Pichincha,,Horario flexible. bajo coordinación de citas.,Atención en consulta externa. previa coordinación de citas. en centro de especialidades ubicado en Quito-Llano Chico. Se contactará por chat(activarlo) de este medio.,Por Horas,Otro tipo de contrato,A convenir,0,Médico Especialista,,,Postgrado,1,Presencial,False,False,True,
False,False,Colegio Surcos,Ecuador,Docencia,2024-09-10T12:10:05,,2,Microsoft Office,Pichincha,Inglés ,de inglés,Prestigiosa institución educativa del norte de Quito requiere de los servicios de un/a docente de inglés para la sección básica elemental y media. Requisitos: título de 3er nivel. experiencia mínima de 2 años. conocimiento de metodologías activas (ABP),Tiempo Completo,Contrato por tiempo determinado,650.00 US$ (Mensual),650,Docente,50,25,Universidad,1,Presencial,False,False,True,3.6
False,False,HOSPITAL LENIN MOSQUERA,Ecuador,Medicina / Salud,2024-09-10T08:22:47,,1,,Pichincha,,Por honorarios,Estamos en la búsqueda de un Médico Psiquiatra por honorarios para unirse a nuestro equipo multidisciplinario. Si te apasiona la psiquiatría y tienes disponibilidad de horarios. ¡esta es tu oportunidad!		Responsabilidades:	- Realizar evaluaciones psiquiátricas a pacientes 	- Prescribir tratamientos psiquiátricos y realizar seguimiento de los mismos.	- Colaborar con el equipo de salud en el abordaje integral de los pacientes.		Requisitos:	- Titulo registrado en senescyt	- Experiencia previa en evaluaciones y tratamientos psiquiátricos.	- Excelentes habilidades de comunicación y trabajo en equipo.	- Disponibilidad horaria para trabajar por honorarios.		Si cumples con los requisitos y estás interesado en formar parte de nuestro equipo. ¡postúlate ahora mismo!,Por Horas,Otro tipo de contrato,A convenir,0,Medico psiquiatra,,,Universidad,1,Presencial,True,False,True,
False,False,ar-holdings,Chile,Dirección / Gerencia,2024-09-10T04:24:13,,3,,Pichincha,,Banana Republic Scalla Mall,AR Holdings busca una persona para el puesto de Gerente de tienda para unirse a nuestro equipo en Scalla Mall que garantice una gran experiencia al cliente y un máximo nivel de ganancia a través de correctas ejecuciones de colocación de producto. mantenimiento de áreas de tienda. magnífica entrega de atención al cliente y alcance de los objetivos monetarios propuestos por la empresa.Requisitos básicos:	- Bachillerato en Educación Media (Mínimo)	- Experiencia de 3 años en administración de tienda.	- Disponibilidad inmediata.Requisitos preferidos:	- Experiencia en retail.Igualdad de Oportunidades 	Como empleador que ofrece igualdad de oportunidades. el grupo de compañías de AR Holdings. mantiene el compromiso de formar un equipo de colaboradores diverso y contar con un proceso de contratación sin barreras. Por lo que. instamos a participar y ser parte de un entorno multicultural.	Creemos en lugares de trabajo inclusivos. donde las diferencias de las personas son respetadas. valoradas y atendidas para que todos nuestros colaboradores puedan desarrollar plenamente sus talentos.AR Holdings. Ecuador.,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Gerente de tienda,,,Bachillerato / Educación Media,1,Presencial,True,False,False,
False,False,HOSPITAL LENIN MOSQUERA,Ecuador,Medicina / Salud,2024-09-10T04:24:09,,,,Pichincha,,Por honorarios,Estamos en búsqueda de un Médico Radiólogo altamente calificado para unirse a nuestro equipo de profesionales de la salud. El candidato seleccionado será responsable de realizar informes de estudios de Rx y tomografías.		Requisitos:	•  Título de tercer nivel en Medicina con especialidad en Radiología.		•  Licencia ocupacional vigente y especialidad registrada en la Senescyt.		•  Experiencia previa en un puesto similar es preferible.		•  Excelentes habilidades de comunicación y capacidad para trabajar en equipo.,Por Horas,Otro tipo de contrato,A convenir,0,Medico Radiolgo,,,Postgrado,1,Presencial,True,False,False,
False,False,ECUASUEÑA S.A ,Ecuador,Atención a clientes,2024-09-10T04:24:10,,1,,Pichincha,,(Quito / Valle de los chillos),Ejecutivo de Crédito Vehicular		Buscamos un Ejecutivo de Crédito Vehicular para unirse a nuestro equipo. El candidato ideal tendrá excelentes habilidades de comunicación y ventas. así como conocimientos del mercado automotriz.		Responsabilidades		Identificar y desarrollar nuevas oportunidades de negocio.	Mantener relaciones sólidas con nuestros clientes existentes.	Asesorar a los clientes sobre las mejores opciones de financiamiento.	Procesar solicitudes de crédito y gestionar aprobaciones.	Realizar seguimiento a los clientes para garantizar el pago puntual de las cuotas.		Requisitos		Experiencia en ventas o crédito automotriz.	Excelentes habilidades de comunicación y ventas.	Sólidos conocimientos del mercado automotriz.	Capacidad para trabajar de forma independiente y como parte de un equipo.	Excelentes habilidades de organización y gestión del tiempo.		Éxitos en tu entrevista.,Tiempo Completo,Otro tipo de contrato,A convenir,0,Ejecutivo ventas,,,Educación Técnico/Profesional,1,Presencial,True,False,False,
False,True,ROYAL TRAVEL GROUP,Ecuador,Ventas,2024-09-10T04:24:09,,,,Pichincha,Español ,turismo importaciones y exportaciones,atención al cliente . previamente seleccionado el prospecto por parte de la empresa. se trabaja en horarios rotativos solo en las tardes. poseer disponibilidad inmediata . tiempo para la capacitación.,Medio Tiempo,Contrato por tiempo indefinido,A convenir,0,Asesores Comerciales,28,18,Bachillerato / Educación Media,12,Presencial,False,False,False,
False,False,,,Contabilidad / Finanzas,2024-09-10T04:04:15,,2,Software de Contabilidade. Resolución de problemas. Análisis financiero. Redacción. Microsoft Office,Pichincha,,Tiempo completo,Empresa líder busca auxiliar contable con capacidad de gestión y manejo de documentos financieros para el correcto flujo de la información contable.		Requisitos:	2 años de experiencia laboral.	Conocimiento contable al día.	Aptitud proactiva.	Comunicación clara. buena redacción.	Desenvolverse bien en equipo.,Tiempo Completo,Contrato por tiempo indefinido,460.00 US$ (Mensual),460,Auxiliar contable y administrativo,0,20,Bachillerato / Educación Media,1,Presencial,False,True,True,
False,False,ar-holdings,Chile,Ventas,2024-09-10T04:04:14,,2,,Pichincha,,Banana Republic Scalla Mall,AR Holdings busca una persona para el puesto de Cajero (a) Vendedor (a) para unirse a nuestro equipo en Scalla Mall que brindar asesoramiento y asistencia a los clientes de manera entusiasta. Crean un entorno atractivo para los clientes a través de un excelente servicio y atención; deben ser dinámicos. flexibles y responsables con sus tareas diarias. Demostrar capacidad de adquirir conocimiento profundo sobre los productos de la tienda de manera constante. Impulsar un crecimiento en las ventas bajo un enfoque orientado al cliente y resultados.		Requisitos básicos:	Educación Básica	Experiencia de al menos 1 año en ventas y servicio al cliente	Disponibilidad inmediata.		Igualdad de Oportunidades	Como empleador que ofrece igualdad de oportunidades. el grupo de compañías de AR Holdings. mantiene el compromiso de formar un equipo de colaboradores diverso y contar con un proceso de contratación sin barreras. Por lo que. instamos a participar y ser parte de un entorno multicultural.	Creemos en lugares de trabajo inclusivos. donde las diferencias de las personas son respetadas. valoradas y atendidas para que todos nuestros colaboradores puedan desarrollar plenamente sus talentos.		AR Holdings. Ecuador.,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Cajero / Vendedor,,,Bachillerato / Educación Media,1,Presencial,True,False,False,
False,False,VIIZA AGENCIA DE VIAJES,Ecuador,Hostelería / Turismo,2024-09-10T04:04:13,,5,Resolución de problemas. Trabajo en equipo,Pichincha,Español ,Experiencia en Visado de Turismo,Importante empresa de Turismo requiere un Ejecutivo de Ventas y/o Asesor con experiencia en tramitación de visado. con habilidades de comunicación. proactividad. responsable. con aptitud de servicio al cliente. trabajo a presión y cumplimiento de objetivos.	Sueldo más atractivas comisiones. aplicar solo quienes cumplan con el perfil. adicional pueden dejar su hoja de vida en el Edificio Royal Pacific. calle la Pinta y Juan Leon Mera. en guardianía.		,Tiempo Completo,Contrato por tiempo indefinido,460.00 US$ (Mensual),460,Ejecutivo ventas,35,26,Universidad,1,Presencial,False,False,False,
False,False,MEGA INMOAUTO S.A.S.,Ecuador,Ventas,2024-09-10T04:04:13,,,Adaptación al cambio. Comunicación y persuasión. Iniciativa. Negociación. Ventas. Asesoría comercial. Call Center,Pichincha,Español ,Quito,En Mega Inmoauto nos encontramos en la búsqueda de para nuestra sucursal del NORTE/SUR de la Ciudad de Quito	Requisitos:	-Educación mínima: Bachillerato 	-Experiencia en ventas o en atención al cliente	-Manejo de Objeciones	-Fluidez Verbal	-Poder de Negociacion		Actividades:	-Manejo de Cartera de Clientes	-Atencion post venta	-Gestion Comercial diaria 	-Atencion de cliente		Ofrecemos:	-Uniformes	-Línea celular	-Capacitación continua	-Salario competente	Envía tu hoja de vida con el asunto . sera un placer contar con tu Talento.	,Tiempo Completo,Contrato por tiempo indefinido,460.00 US$ (Mensual),460,Asesor Comercial,55,18,Bachillerato / Educación Media,10,Presencial,True,False,False,
False,False,,,Docencia,2024-09-10T04:04:06,,5,Aceptación de errores y fracasos. Adaptación al cambio. Atención al cliente. Comunicación y persuasión. Gestión de las emociones. Resolución de conflictos,Pichincha,Español ,para cuarto y quinto grados,Unidad educativa requiere Profesoras de Educación Básica Primaria para los grados cuarto y quinto.	Requisitos:	•	Título de tercer nivel en Educación Básica Primaria o áreas afines.	•	Experiencia mínima de 5 años en la enseñanza de niños de primaria.	•	Dominio de metodologías educativas modernas y habilidades tecnológicas.	•	Excelentes habilidades de comunicación y trabajo en equipo.	•	Compromiso con la educación y el desarrollo integral de los estudiantes.	Ofrecemos:	•	Un ambiente de trabajo colaborativo y profesional.	•	Oportunidades de desarrollo y capacitación continua.	•	Salario competitivo y beneficios adicionales.	Responsabilidades:	•	Planificar y ejecutar clases atractivas y efectivas.	•	Evaluar y monitorear el progreso de los estudiantes.	•	Fomentar un ambiente de aprendizaje positivo y respetuoso.	•	Participar en reuniones y actividades escolares.	,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Profesoras tutoras de primaria,50,35,Universidad,2,Presencial,False,True,False,
False,False,Alicorp,Ecuador,Administración / Oficina,2024-09-10T04:04:06,,1,Comunicación y persuasión. Contabilidad. Organización. Análisis financiero,Pichincha,Español ,Con experiencia,Su trabajo es mantener completo los registros contables o financieros verificar calcular clasificar conciliar y asentar datos relativos a las transacciones comerciales de la empresa u organización así como colaborar en la preparación de datos para informes financieros y elaboración de balances.	De elaboración de asientos contables determinar el impuesto a la renta asistir a la preparación de informes financieros administrar las cuentas por pagar y cuentas por cobrar registrar las transacciones financieras.,Tiempo Completo,Contrato por tiempo determinado,520.00 US$ (Mensual),520,Asistente/a administrativo contable,40,20,Educación Técnico/Profesional,2,Presencial,False,False,True,4.4
False,False,EDUCOLLEGE,Ecuador,Contabilidad / Finanzas,2024-09-10T04:04:10,,2,Contabilidad,Pichincha,,para empresa educativa firma balances,Se requiere contratar a un contador de planta para unidad educativa y centro de idiomas. sector Conocoto. horario de trabajo de 7:30 a 4:00. se requiere llevar impuestos. balances mensuales. cumplimiento de obligaciones con SRI. Superintendencia de Compañías. IESS. y Bancos. Se ofrece el apoyo de 2 asistentes contables. excelente ambiente laboral.,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Contador,50,28,Universidad,1,Presencial,True,False,False,
False,False,HOSPITAL LENIN MOSQUERA,Ecuador,Medicina / Salud,2024-09-10T04:04:09,,2,,Pichincha,,Por honorarios,Hospital Lenin Mosquea. nos encontramos en busca de un Médico Ecografista con experiencia demostrable. 	Estudios a realizar: 	*Ecografía osteomuscular 	*Ecografía de partes blandas 	*Ecografía abdominal 	*Ecografía ginenologica 	*Ecografía obstetrico 	*Ecografía Dopler entre otros 	Requisitos: 	-Disponibilidad inmediata. 	-Titulo de medico registrado en el Senecyt y Acess 	-Certificación en ecografía ,Tiempo Completo,Otro tipo de contrato,900.00 US$ (Mensual),900,Médico Ecografista,45,28,Universidad,1,Presencial,True,False,False,
False,False,Hotel La Basilica,Ecuador,Hostelería / Turismo,2024-09-10T04:04:10,,,,Pichincha,Inglés ,Polifuncional para hotel en el Centro Historico,Hotel requiere recepcionista (hombre/mujer) polifuncional y dinámico para Hotel ubicado en el Centro Histórico de Quito. de 21 a 27 años de edad solamente. Requisito indispensable: Nivel de INGLES fluido. si no domina el idioma ingles por favor abstenerse de postular. titulo de tercer nivel de hotelería o similares. tener carisma. trabajar en equipo. disponibilidad de tiempo. horarios rotativos y fines de semana,Tiempo Completo,Contrato por tiempo indefinido,500.00 US$ (Mensual),500,Recepcionista hotelero,29,22,Educación Técnico/Profesional,1,Presencial,True,False,False,
