cambioResidencia,viajar,empresa,ciudad,areaName,fechaHoraPublicacion,fechaPublicacion,experienciaAnos,skills,provincia,idiomas,descripcionTitulo,descripcion,tipoTrabajo,tipoContrato,salarioDescripcion,salario,titulo,edadMaxima,edadMinima,educacionMinima,cantidadVacante,modalidadTrabajo,empresaVerificada,anuncioRelevante,aptoDiscapacitado,promedioEmpresa
False,False,SIES SALUD IPS,Ecuador,Medicina / Salud,2024-09-10T07:41:41,,2,,Guayas,,,Reconocida empresa del sector salud en Colombia con 17 años de trayectoria iniciara operación próximamente en Guayaquil (Ecuador):	Buscamos Médico especialista en Endocrinología  con documentación al día y con experiencia preferiblemente de 1 año en atención en consulta externa. manejo de diferentes patologías con diversos tipos de población. indispensable contar con alta disposición hacia el aprendizaje continuo. comunicación asertiva y vocación de servicio. 	Ofrecemos condiciones laborales estables y competitivas. te invitamos a postular tu hoja de vida. valoramos tu candidatura.	,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Endocrinólogo/a,,,Postgrado,1,Presencial,True,False,False,
False,False,SIES SALUD IPS,Ecuador,Medicina / Salud,2024-09-10T07:38:49,,2,,Guayas,,,Reconocida empresa del sector salud en Colombia con 17 años de trayectoria iniciara operación próximamente en Guayaquil (Ecuador):	Buscamos Médico especialista en Nefrología con documentación al día y con experiencia preferiblemente de 1 año en atención en consulta externa. manejo de diferentes patologías con diversos tipos de población. indispensable contar con alta disposición hacia el aprendizaje continuo. comunicación asertiva y vocación de servicio. 	Ofrecemos condiciones laborales estables y competitivas. te invitamos a postular tu hoja de vida. valoramos tu candidatura.	,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Médico/a nefrólogo,,,Postgrado,1,Presencial,True,False,False,
False,False,SIES SALUD IPS,Ecuador,Medicina / Salud,2024-09-10T07:35:32,,2,,Guayas,,,Reconocida empresa del sector salud en Colombia con 17 años de trayectoria iniciara operación próximamente en Guayaquil (Ecuador):	Buscamos Médico especialista en Pediatría con documentación al día y con experiencia preferiblemente de 1 año en atención en consulta externa. manejo de diferentes patologías con diversos tipos de población. indispensable contar con alta disposición hacia el aprendizaje continuo. comunicación asertiva y vocación de servicio. 	Ofrecemos condiciones laborales estables y competitivas. te invitamos a postular tu hoja de vida. valoramos tu candidatura.	,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Médico/a pediatra,,,Postgrado,3,Presencial,True,False,False,
False,False,SIES SALUD IPS,Ecuador,Medicina / Salud,2024-09-10T07:32:03,,2,,Guayas,,,Reconocida empresa del sector salud en Colombia con 17 años de trayectoria iniciara operación próximamente en Guayaquil (Ecuador):	Buscamos Médico especialista en Geriatría con documentación al día y con experiencia preferiblemente de 1 año en atención en consulta externa. manejo de diferentes patologías con diversos tipos de población. indispensable contar con alta disposición hacia el aprendizaje continuo. comunicación asertiva y vocación de servicio. 	Ofrecemos condiciones laborales estables y competitivas. te invitamos a postular tu hoja de vida. valoramos tu candidatura.	,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Médica geriatra,,,Postgrado,1,Presencial,True,False,False,
False,False,SIES SALUD IPS,Ecuador,Medicina / Salud,2024-09-10T07:26:45,,2,,Guayas,,,Reconocida empresa del sector salud en Colombia con 17 años de trayectoria iniciara operación próximamente en Guayaquil (Ecuador):	Buscamos Médico especialista en Ginecología con documentación al día y con experiencia preferiblemente de 1 año en atención en consulta externa. manejo de diferentes patologías con diversos tipos de población. indispensable contar con alta disposición hacia el aprendizaje continuo. comunicación asertiva y vocación de servicio. 	Ofrecemos condiciones laborales estables y competitivas. te invitamos a postular tu hoja de vida. valoramos tu candidatura.	,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Ginecólogo/a,,,Postgrado,1,Presencial,True,False,False,
False,False,SIES SALUD IPS,Ecuador,Medicina / Salud,2024-09-10T07:24:25,,2,,Guayas,,,Reconocida empresa del sector salud en Colombia con 17 años de trayectoria iniciara operación próximamente en Guayaquil (Ecuador):	Buscamos Médico especialista en medicina interna con documentación al día y con experiencia preferiblemente de 1 año en atención en consulta externa. manejo de diferentes patologías con diversos tipos de población. indispensable contar con alta disposición hacia el aprendizaje continuo. comunicación asertiva y vocación de servicio. 	Ofrecemos condiciones laborales estables y competitivas. te invitamos a postular tu hoja de vida. valoramos tu candidatura.	,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Médico Internista,,,Universidad,1,Presencial,True,False,False,
False,False,SIES SALUD IPS,Ecuador,Medicina / Salud,2024-09-10T07:22:40,,2,,Guayas,,,Reconocida empresa del sector salud en Colombia con 17 años de trayectoria iniciara operación próximamente en Guayaquil (Ecuador):	Buscamos Psicólogo con documentación al día y con experiencia preferiblemente de 1 año en atención en consulta externa. manejo de diferentes patologías con diversos tipos de población. indispensable contar con alta disposición hacia el aprendizaje continuo. comunicación asertiva y vocación de servicio. 	Ofrecemos condiciones laborales estables y competitivas. te invitamos a postular tu hoja de vida. valoramos tu candidatura.	,Tiempo Completo,Contrato por tiempo indefinido,1.000.00 US$ (Mensual),1000,Psicólogo clínico,,,Universidad,1,Presencial,True,False,False,
False,False,RIVETTE COMPANY S.A.S.,Ecuador,Ventas,2024-09-10T06:14:39,,,Aceptación de errores y fracasos. Adaptación al cambio. Asesoría comercial,Guayas,,Con o Sin Experiencia,En Rivette Company S.A.S. nos dedicamos a ofrecer productos y servicios que mejoran la calidad de vida. respaldados por una garantia internacional y un servicio personalizado de excelencia.		Responsabilidades del cargo:	Establecer relaciones sólidas con los clientes. generando confianza y credibilidad.		Presentar de manera efectiva nuestros productos y servicios.		Negociar y cerrar ventas de manera exitosa.		Realizar seguimiento constante a los clientes para garantizar su satisfacción.		Mantener una comunicación continua para fortalecer las relaciones comerciales.		Perfil del Candidato Ideal:	Respeto y seguimiento de procesos establecidos.		Conocimientos sólidos en técnicas de ventas.		Mantener una imagen impecable.		Puntualidad como una prioridad.		Competencias Deseadas:	Adaptabilidad a diferentes situaciones y escenarios.		Escucha activa para comprender las necesidades de los clientes.		Habilidad con las palabras para comunicar efectivamente.		Buena capacidad de planificación.		Liderazgo proactivo para alcanzar objetivos comerciales.		Beneficios Ofrecidos:	Oportunidades claras de crecimiento profesional.		Horarios flexibles que se adaptan a tu vida.		Formación profesional continua y capacitaciones para tu desarrollo.	,Tiempo Completo,Otro tipo de contrato,1.100.00 US$ (Mensual),1100,Ejecutivo de ventas,45,22,Bachillerato / Educación Media,9,Híbrido,False,False,False,
False,False,Panaderia California Pancali S.A.,Ecuador,Ingeniería,2024-09-10T04:24:07,,-1,Adaptación al cambio. Atención al cliente. Iniciativa. Organización. Planificación. Logística,Guayas,,,Pasante de Ingeniería Industrial en Panadería California Pancali S.A.		Responsabilidades:		1. Apoyar la planificación y organización de la producción y distribución de productos.	2. Asistir en la gestión de inventarios y el seguimiento de las existencias.	3. Colaborar en la implementación de nuevos procesos y sistemas para mejorar la eficiencia operativa.	4. Ayudar en la resolución de problemas y la toma de decisiones relacionados con la producción y la logística.	5. Brindar apoyo en la atención al cliente. incluidas las consultas sobre pedidos y entregas.		Requisitos:		1. Estudiante de ingeniería industrial o carrera afín.	2. Excelentes habilidades de organización. planificación y adaptación al cambio.	3. Capacidad demostrada de iniciativa y atención al detalle.	4. Habilidades sólidas en comunicación y relaciones interpersonales.	5. Disponibilidad para trabajar en horario presencial.	,Beca/Prácticas,Contrato de Aprendizaje,A convenir,0,Pasante de ingeniería industrial,0,18,Universidad,1,Presencial,True,False,False,4.2
False,True,IELECTROTEC S.A.,Ecuador,Ingeniería,2024-09-10T04:04:15,,1,,Guayas,,con experiencia,Empresa de servicios Eléctricos y de seguridad electrónica busca incorporar a su staff una ASESORA COMERCIAL. para la venta de los diferente productos y servicios que ofrece. 		REQUISITOS 	• Sexo: Femenino 	• Experiencia comprobada mínimo 1 año en venta de equipos eléctricos y de seguridad   electrónica 	• capacidad de negociación y resolución de problemas 	• conocimiento de procesos de venta 	• habilidades de persuasión de clientes 	• buen manejo de trabajo en equipo 		SE OFRECE 	• sueldo base. con posibilidad de incrementarlo mediante cumplimiento de metas	• Paquete de comisiones 	• Beneficios de ley	,Tiempo Completo,Otro tipo de contrato,460.00 US$ (Mensual),460,Asesor comercial,38,24,Bachillerato / Educación Media,2,Presencial,False,False,False,
True,True,F&E ECUATORIANA S.A.,Ecuador,Ventas,2024-09-10T04:04:12,,1,Microsoft Excel. Gestión de ventas,Guayas,,,Empresa multilatina. con 35 años en el mercado y con operaciones en Ecuador desde el año 2002. busca personal para el área comercial con o sin experiencia. 	Actualmente estamos con modalidad teletrabajo y/o presencial.		BENEFICIOS:	* Capacitación constante a quienes sean seleccionados.	* Incentivos y reconocimientos a nivel Corporativo tanto Nacional como Internacional.	* Premios. bonos o viajes por metas cumplidas.	* Proyección Laboral dentro de la empresa a nivel Nacional o Internacional.,Tiempo Completo,Otro tipo de contrato,A convenir,0,Buscamos ejecutivos para el área comercial. proactivos.competetivos y con actitud ganadora,37,20,Bachillerato / Educación Media,5,Híbrido,False,False,False,
False,False,,,Contabilidad / Finanzas,2024-09-10T04:04:11,,3,Expression Web. Auditoria interna. Finanzas. Gestión de coste,Guayas,Inglés ,Bilingue,Funciones:	Revisar y analizar los registros financieros de la empresa.	Preparar informes financieros para la dirección de la empresa.	Realizar análisis financieros para evaluar el rendimiento de la empresa.	Evaluar y controlar los riesgos financieros de la empresa.	Proporcionar asesoramiento financiero a la dirección de la empresa.	Identificar oportunidades de mejora en los procesos financieros de la empresa.	Realizar cálculos financieros complejos.	Garantizar el cumplimiento de las regulaciones financieras y fiscales.	Responsabilidades:	Garantizar la exactitud y la integridad de los registros financieros de la empresa.	Proporcionar información financiera oportuna y precisa a la dirección de la empresa.	Identificar y abordar cualquier problema financiero de la empresa de manera oportuna.	Colaborar con otros departamentos de la empresa. como el departamento de recursos humanos o el departamento de ventas. para garantizar la coherencia en los informes financieros de la empresa.	Desarrollar y mantener sistemas de control financiero efectivos.	Comunicar de manera efectiva los resultados financieros a los miembros de la dirección de la empresa.	Participar en la elaboración de presupuestos y planes financieros de la empresa.	Realizar auditorías internas para garantizar el cumplimiento de las políticas financieras de la empresa.	,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Analista de Contable de Costos,,,Universidad,1,Presencial,False,True,False,
False,False,,,Contabilidad / Finanzas,2024-09-10T04:04:17,,2,Microsoft Excel. Microsoft PowerPoint. Microsoft Word. Análisis. Contabilidad. Trabajo en equipo,Guayas,,Experiencia 2 años,Experiencia 2 años en adelante como asistente contable encargado de impuestos con conocimientos tributarios.	Capacidad de análisis.	Trabajo en equipo		Conocimientos técnicos requeridos:		Normas contables (NIIF)		Normas tributarias		Excel intermedio o avanzado 		MS-Office (Word. Power Point)		Manejo de DIIM anexos y pagina de SRI.,Tiempo Completo,Contrato por tiempo indefinido,900.00 US$ (Mensual),900,Analista de Impuestos,,,Universidad,1,Presencial,False,True,False,
False,False,Hostal Posada del Sol,Ecuador,Hostelería / Turismo,2024-09-10T04:04:11,,2,,Guayas,,Turno rotativo,Limpieza de Habitaciones: Asegurar que las habitaciones estén limpias y presentables para los huéspedes.		Lavandería: Lavar. secar y doblar la ropa de cama y otras prendas textiles del hostal.		Mantenimiento de Áreas Comunes: Mantener las áreas comunes del hostal limpias y ordenadas para garantizar una experiencia agradable para los clientes.		Asistencia General: Apoyar en otras tareas operativas según sea necesario.,Tiempo Completo,Contrato por tiempo indefinido,550.00 US$ (Mensual),550,Auxiliar polifuncional con licencia,40,20,Educación Básica Secundaria,1,Presencial,False,False,False,
False,True,,,Ventas,2024-09-10T04:04:10,,1,SAP. Atención al cliente. Ventas,Guayas,Español ,Tiempo Completo en Oficina,Nos encontramos a la búsqueda de una persona dinámica con ganas de aprender del área odontológica para atender a nuestros clientes.		Funciones Principales:	* Ventas en Oficina	* Atención al Cliente 	* Elaboración de Proformas	* Atención vía telefónica o Whatsapp según necesidad	* Capacitaciones continuas en productos	* Participar de congresos. eventos y cursos en Guayaquil y otras ciudades	* Visitas a clientes en según necesidad		Requisitos	* Bachillerato completo	* Estudios universitarios - deseado	* Experiencia  en trabajos relacionados a ventas y atención al cliente de mínimo 1 año	* Persona dinámica y con aptitud para la atención al cliente	,Tiempo Completo,Contrato por tiempo determinado,460.00 US$ (Mensual),460,Vendedor/a en Samborondon,0,20,Bachillerato / Educación Media,1,Presencial,False,True,True,
False,True,Cooperativa JEP,Ecuador,Servicios Generales. Aseo y Seguridad ,2024-09-10T04:04:06,,1,,Guayas,,Rotativo Zona Guayas,Importante Empresa del Sector Financiero requiere contratar un Operativo de Limpieza Rotativo Zona Guayas:		Actividades a desempeñar: 		Realizar la limpieza de la agencia en las áreas asignadas. 	Realizar la limpieza de los muebles y equipos asignados 	Distribuir correspondencia. activos fijos e insumos a las diferentes áreas. Comunicar al jefe inmediato sobre las necesidades de mantenimiento. deterioro o averías de los equipos e instalaciones de la agencia. 	 	Requisitos: 	1. Bachiller 	2. Experiencia de preferencia en limpieza 	3. Disponibilidad para trabajar en horarios rotativos y fines de semana.,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Operativo de Limpieza,26,0,Bachillerato / Educación Media,1,Presencial,True,False,False,4.5
True,True,,,Otros,2024-09-10T04:04:06,,3,Adaptación al cambio. Atención al cliente. Gestión de ventas. Gestión del Tiempo. Hablar en público. Iniciativa. Innovación. Liderazgo. Redes Sociales. Digitalización de documentos,Guayas,Inglés ,,1.	Responsable de estar al día con el conocimiento profundo de las características y beneficios de cada uno de los productos que forman el portafolio de la compañía.	2.	Responsable de mantener capacitados a los equipos comerciales de los distribuidores sobre las características y beneficios de cada uno de los productos que forman el portafolio de la compañía. de tal forma que puedan satisfacer las necesidades y manejar eficientemente las objeciones técnicas comerciales que se le presenten.	3.	Responsable del estudio y análisis profundo de la competencia. para establecer estrategias de comercialización.	4.	Responsable de preparar y dictar charlas técnicas comerciales a universidades. clínicas veterinarias y personal de mostrador. 	5.	Responsable de desarrollar ensayos de productos en campo. crear una base de datos completa de los ensayos donde se establezcan datos cuantitativos (estadísticos) y cualitativos.	6.	Responsable de la creación de estrategias comerciales para la introducción de productos en clínicas veterinarias. 	7.	Responsable promocionar los productos que no tienen rotación en el mercado y desarrollar actividades para incrementar su rotación.	8.	Conocer las políticas de comercialización de la empresa. así como de los distribuidores. 	9.	Asesorar al médico veterinario y/o personal de almacén. comercial y técnicamente para la correcta venta de los productos.	10.	Fidelizar clientes para lo cual es necesario establecer un nexo entre los clientes y empresa. Es decir. conocer las verdaderas necesidades del cliente. conocer la fecha de cumpleaños. aniversario de la clínica veterinaria. realizar preguntas abiertas y cerradas con el objetivo de conocer al cliente. 	11.	Captar nuevos clientes. e ingresar nuevos productos en clínicas veterinarias (aumentar el portafolio).	12.	Ofrecer un servicio post venta; Es decir. dar seguimiento al cliente luego de haber cerrado la venta. 	13.	Responsables de visitar mínimo 10 clínicas veterinarias diariamente. mismas que deberán ser ingresadas en el sistema Odoo con sus respectivas observaciones para un correcto seguimiento.	14.	Desarrollar y ejecutar las estrategias comerciales de las zonas que maneja.	15.	Responsable del desarrollo y mantenimiento de distribuidores de su zona. 	16.	Elaboración del presupuesto anual de la zona que maneja anualmente.	17.	Ejecución y cumplimiento mensual y anual del presupuesto de la línea que maneja. 	18.	Presentar los indicadores de su zona trimestralmente. 	19.	Presentar hasta el 4 de cada mes a gerencia el reporte de transferencias mensual a distribuidores y/o clientes directos.	20.	Asistir a las reuniones de redes sociales con el equipo de la Empresa y de publicidad los días martes cada 15 días de 08H00 a 08H30 vía online.	21.	Asistir los días jueves de 07H00 a 09H00 a reuniones de acompañamiento técnico comercial con equipos de la empresa.	,Tiempo Completo,Otro tipo de contrato,A convenir,0,Médico Veterinario(Promotora Comercial linea de mascotas para Quito),35,28,Universidad,1,Presencial,False,True,False,
False,False,Panaderia California Pancali S.A.,Ecuador,Informática / Telecomunicaciones,2024-09-10T04:04:07,,2,Adaptación al cambio. Análisis. Organización. Resolución de problemas. Tecnología. Tecnología de la información. Trabajo en equipo,Guayas,,, Asistente de TI (Tecnologías de la Información)		Responsabilidades:		1. Proporcionar soporte técnico diario a los usuarios. incluidos el diagnóstico y la resolución de problemas de hardware y software.	2. Mantener y actualizar el equipo y los sistemas informáticos. incluidos los servidores. las redes y los dispositivos de almacenamiento.	3. Colaborar con el equipo de TI para desarrollar y implementar nuevas tecnologías y soluciones para satisfacer las necesidades cambiantes de la empresa.	4. Participar en la planificación y la ejecución de proyectos de TI. incluidas las pruebas. el despliegue y la evaluación de los resultados.	5. Garantizar la seguridad y la integridad de los datos. implementando medidas de seguridad y políticas de respaldo.	6. Proporcionar formación y asistencia a los usuarios para garantizar un uso eficaz y eficiente de la tecnología.	7. Trabajar en estrecha colaboración con otros departamentos para comprender sus necesidades y proporcionar soluciones tecnológicas adecuadas.		Requisitos:		1. Educación: Licenciatura en Informática. Sistemas o campo relacionado.	2. Experiencia: Al menos 2 años de experiencia relevante en un puesto similar.	3. Habilidades:	   - Excelentes habilidades de análisis y resolución de problemas.	   - Capacidad demostrada para adaptarse al cambio y aprender nuevas tecnologías.	   - Fuertes habilidades organizativas y de trabajo en equipo.	   - Excelentes habilidades de comunicación tanto en español como en inglés.	4. Conocimientos:	   - Conocimientos sólidos en hardware y software de PC. servidores y redes.	   - Experiencia en sistemas operativos Windows y Linux.	   - Conocimientos básicos de programación y scripting.	   - Conocimientos de seguridad de TI y políticas de respaldo.,Tiempo Completo,Contrato por tiempo determinado,A convenir,0,Asistente IT,0,22,Universidad,1,Presencial,True,False,False,4.2
False,False,OLE SMART SPA-CES S.A.,Ecuador,Ingeniería,2024-09-10T04:04:08,,2,AutoCAD. CRM. Gestión de proyectos. Microsoft Office,Guayas,Inglés ,ingeniero electrónico,-	Planificar y gestionar proyectos de implementación. incluyendo materiales. equipos. recurso humano y tiempos de ejecución.	-	Supervisar y controlar al personal técnico y obrero de los diferentes proyectos.	-	Supervisar y controlar el buen uso de equipos y materiales.	-	Realizar un informe de obra durante el proyecto. avances y notificaciones al cliente.	-	Realizar configuraciones básicas individuales de los diferentes sistemas a implementar.	-	Supervisar y controlar el orden. limpieza del área de trabajo y uso de equipo de seguridad industrial	-	Generar documentación del proyecto como: Planos. informes. hojas de vida . cronogramas y registrarlos en la herramienta de gestión	-	Registrar situaciones de “Producto No Conforme” en el Proyecto. según lineamiento de calidad de la empresa.	-	Ejecutar los procesos de verificación y validación para la entrega de los productos y servicios. de acuerdo al requerimiento de cada proyecto.	-	Registrar en la base de datos las características y soluciones de novedades de cada proyecto e información de tiempos de trabajos realizados.	-	Transmitir experiencias y buenas prácticas de casos especiales en reuniones de retroalimentación.	-	Otras que la organización le asigne.,Tiempo Completo,Otro tipo de contrato,700.00 US$ (Mensual),700,ingeniero de implementación,35,27,Universidad,4,Presencial,True,False,False,3.1
False,False,Electriecu,Ecuador,Diseño / Artes gráficas,2024-09-10T04:04:09,,2,Adobe Photoshop. Adobe After Effects. Adobe Premier,Guayas,,Tiempo completo,¡Únete a nuestro equipo como Productor Audiovisual!		¿Eres un creativo apasionado por contar historias visuales? 	¿Dominas las herramientas de Adobe y te encanta producir contenido para múltiples plataformas?	 ¡Te estamos buscando!		Lo que harás:		Crear contenido visual impactante para plataformas como Meta Ads. TikTok. YouTube (corto y largo). Spotify (podcasts) y más.	Diseñar brochures irresistibles para nuestros productos y servicios.	Programar contenido orgánico para nuestras redes sociales (¡múltiples cuentas!)	Manejar cámaras DSLR (SONY y CANON) como un pro. desde la pre-producción hasta la producción final.	Lo que necesitas:		-Experiencia sólida con Adobe Premiere. Photoshop. Illustrator y Lightroom.	-Conocimiento en la producción de material audiovisual adaptable a diferentes formatos (16:9. 1:1. 9:16. 4:5).	-Formación técnica/profesional en un campo relacionado.	-Edad entre 20 y 26 años. con un espíritu joven y dinámico.	Lo que ofrecemos:		-Horario a tiempo completo.	-Salario competitivo y ajustado según tu perfil y experiencia.	-Oportunidades de crecimiento interno y desarrollo profesional.	-Un ambiente creativo donde tus ideas tendrán un gran impacto.	¡Si tienes la habilidad de transformar ideas en contenido visual que cautive. queremos conocerte!,Tiempo Completo,Contrato por tiempo indefinido,A convenir,0,Productor audiovisual,30,23,Educación Técnico/Profesional,2,Presencial,False,False,False,
False,False,SIES SALUD IPS,Ecuador,Medicina / Salud,2024-09-09T18:07:59,,2,,Guayas,,,Reconocida empresa del sector salud en Colombia con 17 años de trayectoria iniciara operación próximamente en Guayaquil (Ecuador):	Buscamos Nutricionista con documentación al día y con experiencia preferiblemente de 1 año en atención en consulta externa. manejo de diferentes patologías con diversos tipos de población. indispensable contar con alta disposición hacia el aprendizaje continuo. comunicación asertiva y vocación de servicio. 	Ofrecemos condiciones laborales estables y competitivas. te invitamos a postular tu hoja de vida. valoramos tu candidatura.	,Tiempo Completo,Contrato por tiempo indefinido,1.000.00 US$ (Mensual),1000,Nutricionista,,,Universidad,1,Presencial,True,False,False,
